Cleaned Skill,Skills from DB,count,Action taken,issues not handled by prompt,Comments,not found uuid
user acceptance,user acceptance testing,77,grouped,,,18c4e1ec-457e-11e9-a89e-70106fbef856
customer success,customer success,77,invalid,,,1d324ea4-457e-11e9-a89e-70106fbef856
burp suite,burp,76,grouped,,,27cb6fd3-457e-11e9-a89e-70106fbef856
burp suite,burp suite,76,grouped,,,1c3af154-457e-11e9-a89e-70106fbef856
burp suite,burpsuite,76,grouped,,,1ca97758-457e-11e9-a89e-70106fbef856
elk stack,elk,76,grouped,,,1c0d3929-457e-11e9-a89e-70106fbef856
elk stack,elk stack,76,grouped,,,251d413a-457e-11e9-a89e-70106fbef856
mongo,mongo,76,grouped,,,1b7032c5-457e-11e9-a89e-70106fbef856
talend,talend,76,grouped,,,1ae174f4-457e-11e9-a89e-70106fbef856
talend,talend data integration,76,grouped,,,27fb86f7-457e-11e9-a89e-70106fbef856
talend,talend di,76,grouped,,,2c79ae56-457e-11e9-a89e-70106fbef856
talend,talend open studio,76,grouped,,,18fd1ecf-457e-11e9-a89e-70106fbef856
windows system,windows system,76,grouped,,,f9f6ee69-3196-4630-9414-44ac28066b89
windows system,windows system admin,76,grouped,,,4ca852e9-c7d4-461f-9be5-4a58f5152b62
windows system,windows system administration,76,grouped,,,1b55e0fe-457e-11e9-a89e-70106fbef856
windows system,windows system administrator,76,grouped,,,1b073869-457e-11e9-a89e-70106fbef856
windows system,windows system programming,76,grouped,,,27062cb7-457e-11e9-a89e-70106fbef856
windows system,windows troubleshooting,76,grouped,,,1c0050cf-457e-11e9-a89e-70106fbef856
test case,test case execution,76,invalid,,,18b25d8f-457e-11e9-a89e-70106fbef856
compatibility,compatability testing,75,grouped,,,25515b62-457e-11e9-a89e-70106fbef856
compatibility,compatibility,75,grouped,,,1cc81fbd-457e-11e9-a89e-70106fbef856
compatibility,compatibility testing,75,grouped,,,18eac30e-457e-11e9-a89e-70106fbef856
it help desk,it help desk,75,grouped,,,1c8f9016-457e-11e9-a89e-70106fbef856
it help desk,it helpdesk,75,grouped,,,18b0add7-457e-11e9-a89e-70106fbef856
it help desk,it helpdesk support,75,grouped,,,2cae1571-457e-11e9-a89e-70106fbef856
local area network,local area network,75,grouped,,,59f7cf03-5452-11e9-a89e-70106fbef856
test strategies,test strategies,75,grouped,,,1ca120d9-457e-11e9-a89e-70106fbef856
test strategies,test strategy,75,grouped,,,19020049-457e-11e9-a89e-70106fbef856
trello,trello,75,grouped,,,1d111c70-457e-11e9-a89e-70106fbef856
vb.net,vb.net,75,grouped,,,e24f4549-6a70-40fc-a3bd-e971caf08e15
vb.net,vb net,75,grouped,,,1b9be846-457e-11e9-a89e-70106fbef856
vb.net,vb dot net,75,grouped,,,1b08e2ab-457e-11e9-a89e-70106fbef856
dynatrace,dyna trace,74,grouped,,,2741a06b-457e-11e9-a89e-70106fbef856
dynatrace,dynatrace,74,grouped,,,1ac993cc-457e-11e9-a89e-70106fbef856
helm,helm,74,grouped,,,09f32c42-18a7-4571-9a24-94113db3f1f4
information architecture,information architecting,74,,,,1c293651-457e-11e9-a89e-70106fbef856
information architecture,information architecture,74,,,,1befa3c5-457e-11e9-a89e-70106fbef856
mobile development,mobile development,74,grouped,,,c115ba40-182f-4339-940b-c47870d2c470
mobile development,mobile application developer,74,grouped,,,8fad26fb-8e85-49a5-a0f8-5ba55b182747
mobile development,mobile developer,74,grouped,,,7a2e136c-bea0-4152-a5a5-cf50a57379e7
solid works,solid works,74,grouped,,,fc655eb2-953b-49c6-a0a2-466d0d6689d0
ui testing,ui testing,74,grouped,,,18cd5c46-457e-11e9-a89e-70106fbef856
verilog,verilog,74,grouped,,,656ff3e2-49e0-4f87-af5e-ffd4c07ededb
verilog,vhdl and verilog,74,grouped,,,273716cc-457e-11e9-a89e-70106fbef856
agile project management,agile project management,73,grouped,,,18bd27c2-457e-11e9-a89e-70106fbef856
fortigate,fortigate,73,grouped,,,1ba1496c-457e-11e9-a89e-70106fbef856
fortigate,fortigate firewall,73,grouped,,,1c5cadec-457e-11e9-a89e-70106fbef856
restful web service,restful web service,73,grouped,,,1cd2ef88-457e-11e9-a89e-70106fbef856
restful web service,restful web services,73,grouped,,,1ac3e8a7-457e-11e9-a89e-70106fbef856
restful web service,restful webservice,73,grouped,,,1c646d92-457e-11e9-a89e-70106fbef856
restful web service,restful webservices,73,grouped,,,1adfdd6a-457e-11e9-a89e-70106fbef856
s4 hana,s4 hana,73,grouped,,,1cad6051-457e-11e9-a89e-70106fbef856
s4 hana,s4hana,73,grouped,,,1d974e3a-457e-11e9-a89e-70106fbef856
sap basis,sap basis,73,grouped,,,8b0c2bc8-fbe3-4ef5-a633-9feb6b79c21d
sap basis,sap basis and security,73,grouped,,,270eaf6a-457e-11e9-a89e-70106fbef856
sap basis,sap basis team lead,73,grouped,,,1bbd5797-457e-11e9-a89e-70106fbef856
sap basis,solution manager sap basis,73,grouped,,,1b959042-457e-11e9-a89e-70106fbef856
backup administration,back up,72,grouped,,,27653241-457e-11e9-a89e-70106fbef856
backup administration,backup,72,grouped,,,18c3a37e-457e-11e9-a89e-70106fbef856
backup administration,backup admin,72,grouped,,,25db6225-457e-11e9-a89e-70106fbef856
backup administration,backup administration,72,grouped,,,272e1610-457e-11e9-a89e-70106fbef856
backup administration,backup administrator,72,grouped,,,1ad7f5bb-457e-11e9-a89e-70106fbef856
backup administration,backup and recovery,72,grouped,,,18fbe474-457e-11e9-a89e-70106fbef856
backup administration,backup and restoration,72,grouped,,,1902d0fd-457e-11e9-a89e-70106fbef856
backup administration,backup and restore,72,grouped,,,1bf2fad9-457e-11e9-a89e-70106fbef856
backup administration,backup and storage,72,grouped,,,27e4abf1-457e-11e9-a89e-70106fbef856
backup administration,backup exec,72,grouped,,,1aecc059-457e-11e9-a89e-70106fbef856
backup administration,backup failures,72,grouped,,,1bf4dbd4-457e-11e9-a89e-70106fbef856
backup administration,backup management,72,grouped,,,1d637dd8-457e-11e9-a89e-70106fbef856
backup administration,backup products,72,grouped,,,2697dc2c-457e-11e9-a89e-70106fbef856
backup administration,backup recovery,72,grouped,,,191236e6-457e-11e9-a89e-70106fbef856
backup administration,backup solutions,72,grouped,,,1b80a4d2-457e-11e9-a89e-70106fbef856
bdd cucumber,bdd cucumber,72,roles changed to skills,,,8142a3bf-6154-4eeb-9395-cb85886cf586
it infra,it infra,72,grouped,,,f8a996db-eff6-4c79-9d9e-431e8b773bb3
it infra,it infrastructure,72,grouped,,,1903fd79-457e-11e9-a89e-70106fbef856
it infra,it infrastructure design,72,grouped,,,5982f98b-5452-11e9-a89e-70106fbef856
it infra,it infrastructure management,72,grouped,,,18dbfeee-457e-11e9-a89e-70106fbef856
it infra,it infrastructure migrations,72,grouped,,,269e3e2d-457e-11e9-a89e-70106fbef856
it infra,it infrastructure networking,72,grouped,,,1bdf6135-457e-11e9-a89e-70106fbef856
it infra,it infrastructure operations,72,grouped,,,279cf1b7-457e-11e9-a89e-70106fbef856
jwt,jwt,72,grouped,,,260931d2-457e-11e9-a89e-70106fbef856
waterfall methodology,waterfall,72,grouped,,,d4c41218-e252-4e75-a1fd-f6396b24a996
waterfall methodology,waterfall methodology,72,grouped,,,1d8c82ca-457e-11e9-a89e-70106fbef856
waterfall methodology,waterfall model,72,grouped,,,1cbe3b0e-457e-11e9-a89e-70106fbef856
amazon dynamodb,amazon dynamodb,71,grouped,,,588afdf1-5452-11e9-a89e-70106fbef856
amazon dynamodb,dynamo db,71,grouped,,,2576d244-457e-11e9-a89e-70106fbef856
amazon dynamodb,dynamodb,71,grouped,,,1c77a951-457e-11e9-a89e-70106fbef856
amazon redshift,amazon redshift,71,grouped,,,1c9662e7-457e-11e9-a89e-70106fbef856
amazon redshift,aws redshift,71,grouped,,,2601f3fb-457e-11e9-a89e-70106fbef856
data extraction,data extraction,71,grouped,,,7ea32fb5-38d6-42a7-91f4-d0b2a36a2503
jboss,jboss,71,grouped,,,3e7caea0-a878-46b1-86c9-21dfe335e429
jboss,jboss 4,71,grouped,,,254fb6d0-457e-11e9-a89e-70106fbef856
jboss,jboss 5,71,grouped,,,258c1a6c-457e-11e9-a89e-70106fbef856
jboss,jboss 7,71,grouped,,,26e3a757-457e-11e9-a89e-70106fbef856
jboss,jboss admin,71,grouped,,,266cd83d-457e-11e9-a89e-70106fbef856
jboss,jboss administration,71,grouped,,,92d9ad1c-3de9-4c03-8221-e4ae637dc45d
jboss,jboss application server,71,grouped,,,1c69558e-457e-11e9-a89e-70106fbef856
jboss,jboss configuration,71,grouped,,,1bb4dfd6-457e-11e9-a89e-70106fbef856
jboss,jboss eap,71,grouped,,,2527741e-457e-11e9-a89e-70106fbef856
jboss,jboss eap 6,71,grouped,,,27f4e889-457e-11e9-a89e-70106fbef856
jboss,jboss enterprise,71,grouped,,,ad99d9e1-b20f-470d-b52c-6b6c10fc2141
jboss,jboss fuse,71,grouped,,,1d321bb1-457e-11e9-a89e-70106fbef856
jboss,jboss portal,71,grouped,,,2ce6f6e6-457e-11e9-a89e-70106fbef856
jboss,jboss seam,71,grouped,,,593f1e82-66e5-481a-9dd4-a97e98bdb73a
jboss,jboss server,71,grouped,,,2557c4d8-457e-11e9-a89e-70106fbef856
jboss,jboss tomcat,71,grouped,,,1c4a9497-457e-11e9-a89e-70106fbef856
vsphere,vsphere,71,grouped,,,18dfaa16-457e-11e9-a89e-70106fbef856
vsphere,vsphere 4,71,grouped,,,279a7bf9-457e-11e9-a89e-70106fbef856
vsphere,vsphere 5,71,grouped,,,1d8b1ec4-457e-11e9-a89e-70106fbef856
vsphere,vsphere client,71,grouped,,,1d763cbd-457e-11e9-a89e-70106fbef856
cassandra,casandra,70,grouped,,,2ccf08d2-457e-11e9-a89e-70106fbef856
cassandra,cassandra,70,grouped,,,18cc5439-457e-11e9-a89e-70106fbef856
cloud formation,cloud formation,70,grouped,,,1c3d96cb-457e-11e9-a89e-70106fbef856
cloud formation,cloudformation,70,grouped,,,1cfa6d04-457e-11e9-a89e-70106fbef856
cloud security,cloud security,70,grouped,,,dfa5c5ee-ade2-4b4b-9123-36ad63143b0f
customer information control system,cics,70,abbrevated to skill,,,d8fefb24-6db2-46d0-8b4e-80f55af331e4
rxjs,rxjs,70,grouped,,,26254c64-457e-11e9-a89e-70106fbef856
secondary research,secondary research,70,grouped,,,18e9244a-457e-11e9-a89e-70106fbef856
spring data,spring data,70,grouped,,,1bcafd2c-457e-11e9-a89e-70106fbef856
test estimates,test estimates,70,grouped,,,268c310a-457e-11e9-a89e-70106fbef856
test estimates,test estimation,70,grouped,,,1b820e10-457e-11e9-a89e-70106fbef856
route 53,route 53,69,grouped,,,1c49facc-457e-11e9-a89e-70106fbef856
route 53,route53,69,grouped,,,1beed325-457e-11e9-a89e-70106fbef856
workflow management,workflow,69,grouped,,,18b0e1be-457e-11e9-a89e-70106fbef856
workflow management,workflow applications,69,grouped,,,59e11463-5452-11e9-a89e-70106fbef856
workflow management,workflow design,69,grouped,,,1c75691f-457e-11e9-a89e-70106fbef856
workflow management,workflow foundation,69,grouped,,,5226b373-e110-4b39-81b0-831e55f92b09
workflow management,workflow management system,69,grouped,,,59abfe1e-5452-11e9-a89e-70106fbef856
workflow management,workflow rules,69,grouped,,,253d801d-457e-11e9-a89e-70106fbef856
workflow management,workflow software,69,grouped,,,5a12a6fa-5452-11e9-a89e-70106fbef856
workflow management,workflows,69,grouped,,,18fab00b-457e-11e9-a89e-70106fbef856
workflow management,workflows and approvals,69,grouped,,,1d95be54-457e-11e9-a89e-70106fbef856
workflow management,workflow manager,69,grouped,,,27880e73-457e-11e9-a89e-70106fbef856
slack,slack,69,invalid,,,27069c0c-457e-11e9-a89e-70106fbef856
tdd,tdd,68,grouped,,,1af6b397-457e-11e9-a89e-70106fbef856
web technology,web technologies,68,grouped,,,47a19b96-1106-4835-9111-07fb71a84ed9
web technology,web technology,68,grouped,,,18e9ef0e-457e-11e9-a89e-70106fbef856
web technology,webtechnologies,68,grouped,,,1d6625f4-457e-11e9-a89e-70106fbef856
windows admin,windows admin,68,grouped,,,d5c9ab07-0632-42b5-8d20-6f57f5690e20
windows admin,windows administrator,68,grouped,,,507bbfa3-c96b-468c-9f87-9c9e7b02fb38
test case,test case,68,invalid,,,19104f59-457e-11e9-a89e-70106fbef856
aws,amazon web services aws,67,shortened to skill,,,588d522a-5452-11e9-a89e-70106fbef856
aws,aws services and solutions,67,shortened to skill,,,7660bb97-2f1d-489f-82f6-3a342b44f69b
graphical user interface test automation,gui test automation,67,abbreviated to skill,,,59463f09-5452-11e9-a89e-70106fbef856
graphical user interface test automation,gui testing,67,abbreviated to skill,,,18f06641-457e-11e9-a89e-70106fbef856
msbi,msbi,67,grouped,,,0860a188-bee2-4ae3-801a-369445572623
msbi,msbi olap,67,grouped,,,27026b68-64c2-446c-8a79-165598886b4b
msbi,msbi ssis,67,grouped,,,26c38235-457e-11e9-a89e-70106fbef856
msbi,msbi technologies,67,grouped,,,25529e60-457e-11e9-a89e-70106fbef856
msbi,msbi tools,67,grouped,,,2747c333-457e-11e9-a89e-70106fbef856
sap bw,sap bw abap,67,grouped,,,26e15b53-457e-11e9-a89e-70106fbef856
sap bw,sap bw consultant,67,grouped,,,7978d05d-210e-4029-95c4-4499b0c2e050
sap bw,sap bw hana,67,grouped,,,1cfd11bf-457e-11e9-a89e-70106fbef856
sap bw,sap bw,67,grouped,,,53fe79a7-a5fe-47f7-a0be-3c651b26c18b
sap bw,sap bw on hana,67,grouped,,,1b80da84-457e-11e9-a89e-70106fbef856
test script,test script,67,grouped,,,2647d27b-457e-11e9-a89e-70106fbef856
test script,test scripting,67,grouped,,,1b387bff-457e-11e9-a89e-70106fbef856
test script,test scripting language,67,grouped,,,1b8b4836-457e-11e9-a89e-70106fbef856
test script,test scripts,67,grouped,,,1af02252-457e-11e9-a89e-70106fbef856
weblogic,weblogic,67,grouped,,,7729430b-44ed-4991-9878-ba9fb0bdf5f8
weblogic,weblogic 10,67,grouped,,,1d70d1e4-457e-11e9-a89e-70106fbef856
weblogic,weblogic 10g,67,grouped,,,275347ab-457e-11e9-a89e-70106fbef856
weblogic,weblogic 11g,67,grouped,,,1dab6197-457e-11e9-a89e-70106fbef856
weblogic,weblogic 12c,67,grouped,,,27fa8026-457e-11e9-a89e-70106fbef856
weblogic,weblogic 8,67,grouped,,,25feae38-457e-11e9-a89e-70106fbef856
weblogic,weblogic 9,67,grouped,,,250b82a9-457e-11e9-a89e-70106fbef856
weblogic,weblogic10,67,grouped,,,2cc28ee3-457e-11e9-a89e-70106fbef856
weblogic,weblogic11g,67,grouped,,,2ca70765-457e-11e9-a89e-70106fbef856
rest assure,restassured,67,invalid,,,263d2529-457e-11e9-a89e-70106fbef856
technical documentation,technical documentation,66,grouped,,,1b1c729f-457e-11e9-a89e-70106fbef856
vcenter,vcenter,66,roles changed to skills,,,18ede6f2-457e-11e9-a89e-70106fbef856
groovy,groovy and grails,65,splitted skill,,,26dcc4db-457e-11e9-a89e-70106fbef856
groovy,groovy on grails,65,splitted skill,,,2667aa88-457e-11e9-a89e-70106fbef856
groovy,groovy/groovy on grails,65,splitted skill,,,fde00130-5683-425b-9dae-b8aeee4c558e
groovy,groovy,65,splitted skill,,,18f282e5-457e-11e9-a89e-70106fbef856
groovy,groovy script,65,splitted skill,,,2794de68-457e-11e9-a89e-70106fbef856
groovy,groovy scripting,65,splitted skill,,,27811566-457e-11e9-a89e-70106fbef856
sqlserver,sqlserver,65,grouped,,,efe3a6dd-638e-4317-a890-8da22174b613
sqlserver,sqlserver  r2,65,grouped,,,not found uuid
sqlserver,sqlserver dba,65,grouped,,,2538ab5a-457e-11e9-a89e-70106fbef856
sqlserver,sqlserver2005,65,grouped,,,1bcb6339-457e-11e9-a89e-70106fbef856
sqlserver,sqlserver2008,65,grouped,,,1b214e44-457e-11e9-a89e-70106fbef856
sqlserver,sqlserver2008r2,65,grouped,,,259f71c2-457e-11e9-a89e-70106fbef856
sqlserver,sqlserver2012,65,grouped,,,255dcc49-457e-11e9-a89e-70106fbef856
databases,databases,65,invalid,should be added in database management group,,19066a91-457e-11e9-a89e-70106fbef856
elastic load balancing,elastic load balancing,65,invalid,,,59139b47-5452-11e9-a89e-70106fbef856
reports,reports,65,invalid,,,18b395b6-457e-11e9-a89e-70106fbef856
azure administration,azure administration,64,grouped,,,82e0d223-8068-4d74-a94a-a6500dde0b17
tcp/ip,tcp/ip,64,grouped,,,45fe2ee8-c48f-443f-b023-eb76a2eb7f2f
automation anywhere,automation anywhere,64,invalid,,,18e07863-457e-11e9-a89e-70106fbef856
eigr,eigrp,64,invalid,,,9b45f748-f3f8-4313-9434-31c837957d13
o365,o365,64,invalid,,,32302b05-f000-4a27-a3a4-55ef38f6fa69
data monitoring,data monitoring,63,grouped,,,58f5ba3b-5452-11e9-a89e-70106fbef856
system design,system design,63,grouped,,,1b850b30-457e-11e9-a89e-70106fbef856
system design,system analysis and design,63,grouped,,,1ae70a53-457e-11e9-a89e-70106fbef856
tech support,tech suppor,63,grouped,should be under technical support,,fdeff4df-6d8f-4504-b1e6-fed91751d396
tech support,tech support,63,grouped,should be under technical support,,a362ad3b-988f-4846-938d-42e08843ba89
tech support,tech support executive,63,grouped,should be under technical support,,1be7bcb3-457e-11e9-a89e-70106fbef856
tech support,tech support operations,63,grouped,should be under technical support,,1cff42d8-457e-11e9-a89e-70106fbef856
tech support,tech support process,63,grouped,should be under technical support,,1c42c78c-457e-11e9-a89e-70106fbef856
tech support,tech support representative,63,grouped,should be under technical support,,64a4a259-5a9f-4887-8606-371365c07a17
webapi,webapi,63,grouped,,,18d416d2-457e-11e9-a89e-70106fbef856
webapi,webapi 2,63,grouped,,,2cee6aa0-457e-11e9-a89e-70106fbef856
webapi,webapi2,63,grouped,,,2cb275a7-457e-11e9-a89e-70106fbef856
wire shark,wire shark,63,grouped,,,26949920-457e-11e9-a89e-70106fbef856
wire shark,wireshark,63,grouped,,,ad420d47-8c01-4393-89f0-0c633b1ebc1a
solution architectcture,solution architecture,63,invalid,,,e6cb9966-0090-43f7-afcd-92166f528969
apache spark,apache spark,62,grouped,,,191a0f89-457e-11e9-a89e-70106fbef856
centos,centos,62,grouped,,,18ce5dcf-457e-11e9-a89e-70106fbef856
centos,centos 6,62,grouped,,,2cab906c-457e-11e9-a89e-70106fbef856
centos,cent os,62,grouped,,,1d8badc6-457e-11e9-a89e-70106fbef856
cucumber framework,cucumber framework,62,grouped,,,2764318d-457e-11e9-a89e-70106fbef856
data quality assurance,data quality,62,grouped,,,1b38b86c-457e-11e9-a89e-70106fbef856
data quality assurance,data quality assurance,62,grouped,,,58f809c6-5452-11e9-a89e-70106fbef856
data quality assurance,data quality control,62,grouped,,,58f83b41-5452-11e9-a89e-70106fbef856
rhel,rhel,62,grouped,,,190acee8-457e-11e9-a89e-70106fbef856
rhel,rhel 5,62,grouped,,,1c7ef93f-457e-11e9-a89e-70106fbef856
rhel,rhel 6,62,grouped,,,1ab5863f-457e-11e9-a89e-70106fbef856
rhel,rhel 7,62,grouped,,,1bf46c8c-457e-11e9-a89e-70106fbef856
rhel,rhel4,62,grouped,,,26eebf55-457e-11e9-a89e-70106fbef856
rhel,rhel5,62,grouped,,,2553a694-457e-11e9-a89e-70106fbef856
rhel,rhel6,62,grouped,,,1cd5c7bc-457e-11e9-a89e-70106fbef856
rhel,rhel7,62,grouped,,,1c0a1028-457e-11e9-a89e-70106fbef856
sap security,sap security,62,grouped,,,ee8cc19a-d5ab-4145-a169-ff8dd4b786cc
sap security,sap security administration,62,grouped,,,2cb05ce2-457e-11e9-a89e-70106fbef856
sap security,sap security administrator,62,grouped,,,1b39ec9b-457e-11e9-a89e-70106fbef856
sap security,sap security consultant,62,grouped,,,18e13d3a-457e-11e9-a89e-70106fbef856
sap security,sap security and grc,62,grouped,,,25ee4a25-457e-11e9-a89e-70106fbef856
sap security,sap security and grc consultant,62,grouped,,,257da5d5-457e-11e9-a89e-70106fbef856
sql server integration services,sql server integration services,62,shortened to skill,,,1b1d0663-457e-11e9-a89e-70106fbef856
test engineering,test engineering,62,grouped,,,2513d70d-457e-11e9-a89e-70106fbef856
test engineering,test engineers,62,grouped,,,18b0772e-457e-11e9-a89e-70106fbef856
test engineering,test engineer,62,grouped,,,1eb207c4-f4f7-4053-abab-ba77bf291c3c
vapt,vapt,62,grouped,,,1b7a99b7-457e-11e9-a89e-70106fbef856
aem,aem,61,grouped,,,87825c18-cfe6-4850-a628-0085806f895c
data governance,data governance,61,grouped,,,1c3abcfe-457e-11e9-a89e-70106fbef856
image processing,image processing,61,grouped,,,18f90c74-457e-11e9-a89e-70106fbef856
image processing,image processor,61,grouped,,,26494e94-457e-11e9-a89e-70106fbef856
ionic,ionic,61,grouped,,,18fdedd2-457e-11e9-a89e-70106fbef856
ionic,ionic framework,61,grouped,,,1ac05990-457e-11e9-a89e-70106fbef856
ionic,ionic2,61,grouped,,,1da9f48f-457e-11e9-a89e-70106fbef856
ionic,ionic3,61,grouped,,,26b4dd5d-457e-11e9-a89e-70106fbef856
ionic,ionic 2,61,grouped,,,1d2db070-457e-11e9-a89e-70106fbef856
ionic,ionic 3,61,grouped,,,259c553e-457e-11e9-a89e-70106fbef856
oracle cloud,oracle cloud,61,grouped,,,1c51a7c4-457e-11e9-a89e-70106fbef856
oracle cloud,oracle cloud infrastructure,61,grouped,,,1f4ca339-4500-48af-9203-d72fa33bd2ba
qlik sense,qlik sense,61,grouped,,,1b8d7dd9-457e-11e9-a89e-70106fbef856
qlik sense,qliksence,61,grouped,,,2cc32a71-457e-11e9-a89e-70106fbef856
qlik sense,qliksense,61,grouped,,,1aed8e9d-457e-11e9-a89e-70106fbef856
ssms,ssms,61,grouped,,,1b4667b8-457e-11e9-a89e-70106fbef856
system engineering,system engineering,61,grouped,,,3e123ab3-89d3-490d-a079-6f9f23fa321f
system engineering,system engineer,61,grouped,,,3be3eeea-8b76-474c-b479-be101bdaf48d
virtualization,virtualisation,61,grouped,,,68b23183-6b06-4959-8a6b-f747f0621867
virtualization,virtualization architect,61,grouped,,,b783ceb3-e1ea-4c7c-ad1d-61c1ffb7db4d
virtualization,virtualization servers,61,grouped,,,2cab2133-457e-11e9-a89e-70106fbef856
virtualization,virtualization solutions,61,grouped,,,1d1f6356-457e-11e9-a89e-70106fbef856
virtualization,virtualization technology,61,grouped,,,1b63dc5d-457e-11e9-a89e-70106fbef856
virtualization,virtulization,61,grouped,,,1d06fb88-457e-11e9-a89e-70106fbef856
virtualization,virtualization,61,grouped,,,f8f8001b-2829-40a3-b091-718ff555467a
agile development,agile development,60,grouped,,,1c1d616a-457e-11e9-a89e-70106fbef856
agile development,agile development methodologies,60,grouped,,,0321ba14-81c6-403c-ae83-8e13f6e48db1
marketing,marketing automation,60,grouped,,,1c207153-457e-11e9-a89e-70106fbef856
marketing,marketing cloud,60,grouped,,,27111840-457e-11e9-a89e-70106fbef856
marketing,marketing information systems,60,grouped,,,5996740f-5452-11e9-a89e-70106fbef856
marketing,marketo,60,grouped,,,1d5e3618-457e-11e9-a89e-70106fbef856
marketing,markit edm,60,grouped,,,26c6ea34-457e-11e9-a89e-70106fbef856
marketing,marklogic,60,grouped,,,1c76720a-457e-11e9-a89e-70106fbef856
marketing,marketing of web designing,60,grouped,,,2c8c2cb3-457e-11e9-a89e-70106fbef856
spring cloud,spring cloud,60,grouped,,,1c1ec78c-457e-11e9-a89e-70106fbef856
vlan,vlan,60,grouped,,,b2f948dc-0e44-41f7-b732-506e0d7ff06a
vlan,vlan configuration,60,grouped,,,1cffb07d-457e-11e9-a89e-70106fbef856
ansys,ansys,59,grouped,,,d07340cc-bce9-41ad-a10f-5624f50ae179
azure synapse analytics,azure synapse,59,grouped,,,811b8e15-6e0d-493d-8687-e159858a5962
bug reporting,bug report,59,grouped,,,2522cd05-457e-11e9-a89e-70106fbef856
bug reporting,bug reporting,59,grouped,,,18d78cca-457e-11e9-a89e-70106fbef856
magento,magento,59,grouped,,,179cd2b7-3815-45d7-abe0-aed6a3230afe
magento,magento 1,59,grouped,,,2ceb07bf-457e-11e9-a89e-70106fbef856
magento,magento 2,59,grouped,,,264eb935-457e-11e9-a89e-70106fbef856
magento,magento2,59,grouped,,,25e8e3e5-457e-11e9-a89e-70106fbef856
magento,magento developer,59,grouped,,,e43e5dfa-dafd-4733-b072-01e9333a7724
webpack,webpack,59,grouped,,,1bd97f7a-457e-11e9-a89e-70106fbef856
ccnp,ccnp,58,grouped,course,,7fa04941-0f0c-4486-9b65-3a1fd2831065
ccnp,ccnp certified,58,grouped,course,,25af21d8-457e-11e9-a89e-70106fbef856
ccnp,ccnp r,58,grouped,course,,1caa493a-457e-11e9-a89e-70106fbef856
ccnp,ccnp route,58,grouped,course,,264144b5-457e-11e9-a89e-70106fbef856
ccnp,ccnp routing,58,grouped,course,,1c216c67-457e-11e9-a89e-70106fbef856
ccnp,ccnp security,58,grouped,course,,1c46ff06-457e-11e9-a89e-70106fbef856
ccnp,ccnp switching,58,grouped,course,,25178e9b-457e-11e9-a89e-70106fbef856
ccnp,ccnp voice,58,grouped,course,,1d1d1e9e-457e-11e9-a89e-70106fbef856
ccnp,ccnp routing and switching,58,grouped,course,,1d7b1c62-457e-11e9-a89e-70106fbef856
oracle fusion,oracle fusion,58,grouped,,,1ac9f9bc-457e-11e9-a89e-70106fbef856
oracle fusion,oracle fusion financials,58,grouped,,,27ae120a-457e-11e9-a89e-70106fbef856
oracle fusion,oracle fusion hcm,58,grouped,,,1c2cffbb-457e-11e9-a89e-70106fbef856
rman,rman,58,grouped,,,18a378eb-457e-11e9-a89e-70106fbef856
lvm,lvm,57,grouped,,,18ab0a65-457e-11e9-a89e-70106fbef856
ruby,ruby,57,grouped,,,18ca7e8b-457e-11e9-a89e-70106fbef856
sap pp,sap pp,57,grouped,,,5773d904-ac6f-409b-8c32-338ad69aaae0
sap pp,sap pp consultant,57,grouped,,,b031b660-0fe8-46ca-89d3-70edc699cac1
sap s4 hana,sap s4 hana,57,grouped,,,256084f8-457e-11e9-a89e-70106fbef856
spark sql,spark sql,57,grouped,,,7b5c7b80-3057-4a7b-8708-8512337dde50
uft,uft,57,grouped,,,52926e27-ddb8-4cf2-b144-638ab1d63e26
uft,uft 11,57,grouped,,,1d0335a3-457e-11e9-a89e-70106fbef856
uft,uft 12,57,grouped,,,1cbcfebf-457e-11e9-a89e-70106fbef856
uft,uft automation,57,grouped,,,263030fc-457e-11e9-a89e-70106fbef856
uft,uft testing,57,grouped,,,69352323-661e-433f-86b5-3ae496034b0c
private,private cloud,57,invalid,,,1d4cf6d2-457e-11e9-a89e-70106fbef856
red hat,red hat,57,invalid,,,e1e585fb-553a-4307-80c6-780f7bff4c9d
cisco,cisco certified internetwork expert,56,shortened to skill,,,58c40e05-e464-4f77-b6a1-5448bec83d63
cisco,cisco certified internetwork expert ccie,56,shortened to skill,,,caa33542-4493-4f2e-9cd9-a1faae5d1987
cisco,cisco certified network associate,56,shortened to skill,,,1bb5bc6e-457e-11e9-a89e-70106fbef856
cisco,cisco certified network professional,56,shortened to skill,,,2cd8fb25-457e-11e9-a89e-70106fbef856
cisco,cisco ip telephony design,56,shortened to skill,,,58c48d2e-5452-11e9-a89e-70106fbef856
cisco,cisco mds san switches,56,shortened to skill,,,58c4fcfd-5452-11e9-a89e-70106fbef856
cisco,cisco routers and switches,56,shortened to skill,,,1da95775-457e-11e9-a89e-70106fbef856
cisco,cisco routing and switching,56,shortened to skill,,,1c803d06-457e-11e9-a89e-70106fbef856
cisco,cisco tidal enterprise scheduler,56,shortened to skill,,,58c6a7b1-5452-11e9-a89e-70106fbef856
file transfer protocol,file transfer protocol,56,grouped,,,2ceb6c6e-457e-11e9-a89e-70106fbef856
